sentence_pair,alignment_type,source_sentence_ids,target_sentence_ids,source_sents,target_sents,source_text,target_text,source_ref,target_ref,source_pos,target_pos,source_case,target_case,pair_type,zero_pair_cost
187,one-to-one,dn_197,isk_266,tu mi guasti.,私を壊すのは貴郞ぢやなくつて。,mi,私,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
188,one-to-one,dn_198,isk_268,Egli appena sorrise.,幽かな微笑が男に浮んだ。,Egli,男,Giorgio,Giorgio,PRON,NOUN,nsubj,obj,explicit_ref_only,
189,one-to-one,dn_199,isk_269,Ambedue sentivano che in quella disputa non avevano ferito se non l'amore.,斯うした物爭ひは、唯戀に傷つけるばかりのものといふことは、二人に解つて居た。,Ambedue,二人,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
189,one-to-one,dn_199,isk_269,Ambedue sentivano che in quella disputa non avevano ferito se non l'amore.,斯うした物爭ひは、唯戀に傷つけるばかりのものといふことは、二人に解つて居た。,avevano,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
190,one-to-one,dn_200,isk_270,"La carrozza prelatizia ripassò, al piccolo trotto di due cavalli neri dalle code intonse.",司教の馬車が、復た尾の長い二頭の驔の速步に牽かれて通つた。,MISSING,司教,MISSING,prelate,MISSING,NOUN,MISSING,nmod,leftover_target,
194,one-to-one,dn_204,isk_276,Giorgio pensava:,ジォルジオは自分て自分に間うた。,Giorgio,ジォルジオ,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
194,one-to-one,dn_204,isk_276,Giorgio pensava:,ジォルジオは自分て自分に間うた。,MISSING,自分,MISSING,Giorgio,MISSING,NOUN,MISSING,obj,leftover_target,
194,one-to-one,dn_204,isk_276,Giorgio pensava:,ジォルジオは自分て自分に間うた。,MISSING,自分,MISSING,Giorgio,MISSING,NOUN,MISSING,obj,leftover_target,
195,one-to-one,dn_205,isk_275,Mi ama ella ancóra?,依然俺に戀してゐるのか知ら。,Mi,俺,Giorgio,Giorgio,PRON,PRON,obj,nsubj,explicit_ref_pos,
195,one-to-one,dn_205,isk_275,Mi ama ella ancóra?,依然俺に戀してゐるのか知ら。,ella,戀してゐる,Ippolita,Ippolita,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
196,one-to-one,dn_206,isk_277,E perché è così irritabile?,女がすぐ急き込んで來るのは何爲だらう。,è,女,Ippolita,Ippolita,NULL,NOUN,nsubj,nsubj,zero_to_tgt_anchor,
197,one-to-many,dn_207,isk_278 isk_279,Sente ella forse che io dico la verità o ciò che sta per essere la verità?,俺の言ふ事が眞實だと感ずるからだらう。 少くも眞實に近寄つて行くからだらう。,io,俺,Giorgio,Giorgio,PRON,PRON,nsubj,nmod,explicit_ref_pos,
197,one-to-many,dn_207,isk_278 isk_279,Sente ella forse che io dico la verità o ciò che sta per essere la verità?,俺の言ふ事が眞實だと感ずるからだらう。 少くも眞實に近寄つて行くからだらう。,ella,感ずる,Ippolita,Ippolita,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
199,one-to-one,dn_209,isk_281,Ma questa irritazione sorda e continua non è anche in fondo a me?,だが然ういふ自分も初中終節く苛々してゐるではないか。,me,自分,Giorgio,Giorgio,PRON,NOUN,obj,nsubj,explicit_ref_only,
200,one-to-one,dn_210,isk_282,Io so in me la causa vera.,が此の原因は明瞭だ。,Io,MISSING,Giorgio,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
200,one-to-one,dn_210,isk_282,Io so in me la causa vera.,が此の原因は明瞭だ。,me,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
201,one-to-one,dn_211,isk_283,Sono geloso.,自分は嫉妬深いんだ。,Sono,自分,Giorgio,Giorgio,NULL,NOUN,nsubj,nsubj,zero_to_tgt_anchor,
202,one-to-one,dn_212,isk_284,Di che?,何を嫉妬する？,MISSING,嫉妬する,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
203,many-to-one,dn_213 dn_214,isk_285,Di tutto: —delle cose che si riflettono ne' suoi occhi....,凡てが可妬しい―女の眼に映る物は何が何でも…。,suoi,女,Ippolita,Ippolita,DET,NOUN,nmod,nmod,explicit_ref_case,
204,one-to-one,dn_215,isk_286,Egli la guardò.,眼を女の方に呉れた。,Egli,呉れた,Giorgio,Giorgio,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
204,one-to-one,dn_215,isk_286,Egli la guardò.,眼を女の方に呉れた。,la,女,Ippolita,Ippolita,PRON,NOUN,obj,obj,explicit_ref_case,
205,one-to-one,dn_216,isk_287,"È bellissima, oggi.",今日は莫迦に美しい顏をしてる。,È,してる,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
206,one-to-one,dn_217,isk_288,È pallida.,色も蒼い。,È,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
207,one-to-one,dn_218,isk_289,Mi piacerebbe sempre afflitta e sempre malata.,沈んだ病痛しい棒子を見せて居て呉れれば俺は嬉しいんだ。,Mi,俺,Giorgio,Giorgio,PRON,PRON,obj,nsubj,explicit_ref_pos,
207,one-to-one,dn_218,isk_289,Mi piacerebbe sempre afflitta e sempre malata.,沈んだ病痛しい棒子を見せて居て呉れれば俺は嬉しいんだ。,piacerebbe,見せて居て呉れれば,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
208,one-to-one,dn_219,isk_290,"Quando ella si colorisce, mi pare un'altra.",顏が晴晴しくなり出すと、旣う別な女のやうな氣がする。,mi,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
208,one-to-one,dn_219,isk_290,"Quando ella si colorisce, mi pare un'altra.",顏が晴晴しくなり出すと、旣う別な女のやうな氣がする。,MISSING,出すと,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
208,one-to-one,dn_219,isk_290,"Quando ella si colorisce, mi pare un'altra.",顏が晴晴しくなり出すと、旣う別な女のやうな氣がする。,ella,MISSING,Ippolita,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
208,one-to-one,dn_219,isk_290,"Quando ella si colorisce, mi pare un'altra.",顏が晴晴しくなり出すと、旣う別な女のやうな氣がする。,si,MISSING,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
208,one-to-one,dn_219,isk_290,"Quando ella si colorisce, mi pare un'altra.",顏が晴晴しくなり出すと、旣う別な女のやうな氣がする。,pare,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
209,many-to-one,dn_220 dn_221,isk_291,"Quando ella ride non posso difendermi da un vago sentimento ostile, quasi d'ira contro il suo riso. Non però sempre.",笑ひさざめく聲を聽くと、言ふに言はれない敵意が萌す、忿怒が涌く、極まって然うとき言ふでもないが。,non posso difender,極まって,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.4345500951659852
209,many-to-one,dn_220 dn_221,isk_291,"Quando ella ride non posso difendermi da un vago sentimento ostile, quasi d'ira contro il suo riso. Non però sempre.",笑ひさざめく聲を聽くと、言ふに言はれない敵意が萌す、忿怒が涌く、極まって然うとき言ふでもないが。,mi,MISSING,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
209,many-to-one,dn_220 dn_221,isk_291,"Quando ella ride non posso difendermi da un vago sentimento ostile, quasi d'ira contro il suo riso. Non però sempre.",笑ひさざめく聲を聽くと、言ふに言はれない敵意が萌す、忿怒が涌く、極まって然うとき言ふでもないが。,MISSING,聽く,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
209,many-to-one,dn_220 dn_221,isk_291,"Quando ella ride non posso difendermi da un vago sentimento ostile, quasi d'ira contro il suo riso. Non però sempre.",笑ひさざめく聲を聽くと、言ふに言はれない敵意が萌す、忿怒が涌く、極まって然うとき言ふでもないが。,MISSING,言ふで,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
209,many-to-one,dn_220 dn_221,isk_291,"Quando ella ride non posso difendermi da un vago sentimento ostile, quasi d'ira contro il suo riso. Non però sempre.",笑ひさざめく聲を聽くと、言ふに言はれない敵意が萌す、忿怒が涌く、極まって然うとき言ふでもないが。,ella,MISSING,Ippolita,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
209,many-to-one,dn_220 dn_221,isk_291,"Quando ella ride non posso difendermi da un vago sentimento ostile, quasi d'ira contro il suo riso. Non però sempre.",笑ひさざめく聲を聽くと、言ふに言はれない敵意が萌す、忿怒が涌く、極まって然うとき言ふでもないが。,suo,MISSING,Ippolita,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
210,one-to-one,dn_222,isk_292,Il suo pensiero si perse nel pomeriggio.,種々の思想は黃昏の蔭に消えて行つた。,suo,MISSING,Giorgio,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
211,one-to-one,dn_223,isk_293,"Notò fuggevolmente una segreta rispondenza tra l'aspetto della sera e l'aspetto dell'amata, godendone.",偶と氣が附くと、夕暮の姿は、戀女に就いてさまざまな事を思ひ出させた。,Notò,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
211,one-to-one,dn_223,isk_293,"Notò fuggevolmente una segreta rispondenza tra l'aspetto della sera e l'aspetto dell'amata, godendone.",偶と氣が附くと、夕暮の姿は、戀女に就いてさまざまな事を思ひ出させた。,amata,戀女,Ippolita,Ippolita,NOUN,NOUN,nmod,obj,explicit_ref_pos,
212,one-to-many,dn_224,isk_294 isk_295,"Dal pallore di quel volto bruno traspariva come una leggera soffusione di viola sotto la pelle; ed ella aveva intorno al collo un piccolo nastro giallo, delicatissimo, che lasciava scoperti i due nèi bruni.",蒼味を帶びた暗い女の顏の下から、ほんのりと并オレットがかつた色が透けて閃めいた。 頸に捲いた細い鷄卵色のリボンの隙から、鳶色の愛縮惡子が二つ覗いてゐる。,ella,蒼味を帶びた暗い女,Ippolita,Ippolita,PRON,NOUN,nsubj,nmod,explicit_ref_only,
213,one-to-one,dn_225,isk_296,È molto bella.,どうも美しい。,È,美しい,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
214,one-to-many,dn_226,isk_297 isk_298,"Il suo viso ha quasi sempre un'espressione profonda, significativa, appassionata.",顏の表情が每も深い。 情熱的だ。,suo,MISSING,Ippolita,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
215,one-to-one,dn_227,isk_299,Qui sta il segreto del suo fascino.,彼處にチァアムの祕密がある。,suo,MISSING,Ippolita,MISSING,PRON,MISSING,nmod,MISSING,leftover_source,
216,one-to-many,dn_228,isk_300 isk_301,La sua bellezza non mi stanca mai; mi suggerisce sempre un sogno.,此の女の美に飽きるといふことを知らない。 何時見ても新しい夢を誘はれる。,mi,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
216,one-to-many,dn_228,isk_300 isk_301,La sua bellezza non mi stanca mai; mi suggerisce sempre un sogno.,此の女の美に飽きるといふことを知らない。 何時見ても新しい夢を誘はれる。,mi,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
216,one-to-many,dn_228,isk_300 isk_301,La sua bellezza non mi stanca mai; mi suggerisce sempre un sogno.,此の女の美に飽きるといふことを知らない。 何時見ても新しい夢を誘はれる。,MISSING,知らない,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
216,one-to-many,dn_228,isk_300 isk_301,La sua bellezza non mi stanca mai; mi suggerisce sempre un sogno.,此の女の美に飽きるといふことを知らない。 何時見ても新しい夢を誘はれる。,MISSING,見て,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
216,one-to-many,dn_228,isk_300 isk_301,La sua bellezza non mi stanca mai; mi suggerisce sempre un sogno.,此の女の美に飽きるといふことを知らない。 何時見ても新しい夢を誘はれる。,MISSING,誘はれる,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
216,one-to-many,dn_228,isk_300 isk_301,La sua bellezza non mi stanca mai; mi suggerisce sempre un sogno.,此の女の美に飽きるといふことを知らない。 何時見ても新しい夢を誘はれる。,sua,此の女,Ippolita,Ippolita,DET,NOUN,nmod,nmod,explicit_ref_case,
217,one-to-one,dn_229,isk_302,Di che si compone la sua bellezza?,此の「美」は何と何から成立つてゐるだらう。,sua,此の,Ippolita,Ippolita,DET,DET,nmod,nmod,explicit_full,
218,one-to-one,dn_230,isk_303,Non saprei dire.,言說に絕する譯だ。,Non saprei,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
219,one-to-one,dn_231,isk_304,"Materialmente, non è bella.",物質的には大した美人でもなし査何かすると眺めてる中にイルウジォンが消えて行く事すらある。,MISSING,眺めてる,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
219,one-to-one,dn_231,isk_304,"Materialmente, non è bella.",物質的には大した美人でもなし査何かすると眺めてる中にイルウジォンが消えて行く事すらある。,non è,でもなし,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
220,one-to-one,dn_232,isk_305,"Qualche volta, guardandola, io ho provata la sorpresa penosa di una disillusione.",はつと驚くことがある。,io,驚く,Giorgio,Giorgio,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
220,one-to-one,dn_232,isk_305,"Qualche volta, guardandola, io ho provata la sorpresa penosa di una disillusione.",はつと驚くことがある。,la,MISSING,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
221,one-to-many,dn_233,isk_306 isk_307,"I suoi lineamenti mi sono apparsi nella loro materiale verità, non modificati, non illuminati dalla forza di un'espressione spirituale.",それは形態的に觀るから然うなんだ。 靈の發現で淨化されないからだ。,mi,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
221,one-to-many,dn_233,isk_306 isk_307,"I suoi lineamenti mi sono apparsi nella loro materiale verità, non modificati, non illuminati dalla forza di un'espressione spirituale.",それは形態的に觀るから然うなんだ。 靈の發現で淨化されないからだ。,MISSING,觀る,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
221,one-to-many,dn_233,isk_306 isk_307,"I suoi lineamenti mi sono apparsi nella loro materiale verità, non modificati, non illuminati dalla forza di un'espressione spirituale.",それは形態的に觀るから然うなんだ。 靈の發現で淨化されないからだ。,suoi,MISSING,Ippolita,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
221,one-to-many,dn_233,isk_306 isk_307,"I suoi lineamenti mi sono apparsi nella loro materiale verità, non modificati, non illuminati dalla forza di un'espressione spirituale.",それは形態的に觀るから然うなんだ。 靈の發現で淨化されないからだ。,MISSING,淨化されない,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
222,one-to-one,dn_234,isk_308,Ella ha però tre divini elementi di bellezza:,だけども氣高い美人の三要件が見ん事具はつてゐる。,Ella,MISSING,Ippolita,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
225,one-to-one,dn_237,isk_311,Gli si ripresentò al pensiero il riso.,女の笑ひさざめいた事が偶と浮んだ。,Gli,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
225,one-to-one,dn_237,isk_311,Gli si ripresentò al pensiero il riso.,女の笑ひさざめいた事が偶と浮んだ。,MISSING,女,MISSING,Ippolita,MISSING,NOUN,MISSING,nmod,leftover_target,
226,one-to-one,dn_238,isk_312,"Che mi raccontava ella, ieri?",昨日何とか言つたつけ。,mi,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
