sentence_pair,alignment_type,source_sentence_ids,target_sentence_ids,source_sents,target_sents,source_text,target_text,source_ref,target_ref,source_pos,target_pos,source_case,target_case,pair_type,zero_pair_cost
1345,one-to-one,dn_1463,isk_1780,Ho i sensi così acuiti che odo cadere a una a una sul tavolo le foglie di alcune rose—ultime—donatemi da mia sorella.,姊から貰つた最後の薔徹の葉が、一片一片卓子の上に落ちるのを聽くやうな可厭な感じがする。,odo,聽く,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.29742213617177254
1345,one-to-one,dn_1463,isk_1780,Ho i sensi così acuiti che odo cadere a una a una sul tavolo le foglie di alcune rose—ultime—donatemi da mia sorella.,姊から貰つた最後の薔徹の葉が、一片一片卓子の上に落ちるのを聽くやうな可厭な感じがする。,mi,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
1345,one-to-one,dn_1463,isk_1780,Ho i sensi così acuiti che odo cadere a una a una sul tavolo le foglie di alcune rose—ultime—donatemi da mia sorella.,姊から貰つた最後の薔徹の葉が、一片一片卓子の上に落ちるのを聽くやうな可厭な感じがする。,mia,MISSING,Giorgio,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
1345,one-to-one,dn_1463,isk_1780,Ho i sensi così acuiti che odo cadere a una a una sul tavolo le foglie di alcune rose—ultime—donatemi da mia sorella.,姊から貰つた最後の薔徹の葉が、一片一片卓子の上に落ちるのを聽くやうな可厭な感じがする。,MISSING,貰つた,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
1346,one-to-one,dn_1464,isk_1781,Cadono—soavi come pensieri del tuo capo.,それが落散る有樣は、君の腦中の物思ひのやうに美しい。,tuo,君,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
1347,one-to-one,dn_1465,isk_1782,E per le finestre spalancate giungono le risa delle donne e i gridi dei fanciulli che si bagnano nel mare.,開いた窓から海水浴の女や子供のさゞめきが聞えて來る。,fanciulli,子供,boys,boys,NOUN,NOUN,nmod,nmod,explicit_full,
1347,one-to-one,dn_1465,isk_1782,E per le finestre spalancate giungono le risa delle donne e i gridi dei fanciulli che si bagnano nel mare.,開いた窓から海水浴の女や子供のさゞめきが聞えて來る。,donne,女,women,women,NOUN,NOUN,nmod,nmod,explicit_full,
1347,one-to-one,dn_1465,isk_1782,E per le finestre spalancate giungono le risa delle donne e i gridi dei fanciulli che si bagnano nel mare.,開いた窓から海水浴の女や子供のさゞめきが聞えて來る。,si,MISSING,women boys,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
1349,one-to-one,dn_1467,isk_1785,Come ti sei allontanata da me!,隨分遠くまで離れて行つたものだ。,me,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
1349,one-to-one,dn_1467,isk_1785,Come ti sei allontanata da me!,隨分遠くまで離れて行つたものだ。,sei allontanata,離れて行つた,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
1349,one-to-one,dn_1467,isk_1785,Come ti sei allontanata da me!,隨分遠くまで離れて行つたものだ。,ti,MISSING,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
1350,one-to-one,dn_1468,isk_1786,"Non è soltanto il sentimento della lontananza materiale, che mi tortura.",僕の苦められるのは唯單に肉體が引分けられたといふのみでない。,mi,僕,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
1351,one-to-one,dn_1469,isk_1787,Mi pare che anche l'anima tua si distacchi da me e mi abbandoni....,何となく君の精神までが僕を後に見棄てて了つたやうな氣がする。…,Mi,僕,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
1351,one-to-one,dn_1469,isk_1787,Mi pare che anche l'anima tua si distacchi da me e mi abbandoni....,何となく君の精神までが僕を後に見棄てて了つたやうな氣がする。…,me,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
1351,one-to-one,dn_1469,isk_1787,Mi pare che anche l'anima tua si distacchi da me e mi abbandoni....,何となく君の精神までが僕を後に見棄てて了つたやうな氣がする。…,mi,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
1351,one-to-one,dn_1469,isk_1787,Mi pare che anche l'anima tua si distacchi da me e mi abbandoni....,何となく君の精神までが僕を後に見棄てて了つたやうな氣がする。…,tua,君,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
1352,one-to-one,dn_1470,isk_1788,—Il tuo profumo fa felici gli altri.,君の芳香は他人を愉快ならしめる。,tuo,君,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
1353,one-to-one,dn_1471,isk_1789,"Chi ti guarda, chi ti ode, gioisce di te....",君を眺めたり、君の聲を聽くのは、皆君を味ふ意味ではないか。…,ti,君,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
1353,one-to-one,dn_1471,isk_1789,"Chi ti guarda, chi ti ode, gioisce di te....",君を眺めたり、君の聲を聽くのは、皆君を味ふ意味ではないか。…,ti,君,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
1353,one-to-one,dn_1471,isk_1789,"Chi ti guarda, chi ti ode, gioisce di te....",君を眺めたり、君の聲を聽くのは、皆君を味ふ意味ではないか。…,te,君,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
1354,one-to-many,dn_1472,isk_1790 isk_1791 isk_1792 isk_1793 isk_1794 isk_1795,"—Scrivimi e dimmi che sei tutta mia in ogni tuo atto e in ogni tuo pensiero, e che mi desideri e che mi rimpiangi, e che non trovi bello nessun momento, lontana da me.",手紙を與れ。 是非聽きたい。 ―すべての動作、すべての思想について、君は全く僕の所有か。 僕を熱求して居るか。 僕を惜んで居るか。 一人で居てはライフの何處にも美が見出せないか。,mi,僕,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
1354,one-to-many,dn_1472,isk_1790 isk_1791 isk_1792 isk_1793 isk_1794 isk_1795,"—Scrivimi e dimmi che sei tutta mia in ogni tuo atto e in ogni tuo pensiero, e che mi desideri e che mi rimpiangi, e che non trovi bello nessun momento, lontana da me.",手紙を與れ。 是非聽きたい。 ―すべての動作、すべての思想について、君は全く僕の所有か。 僕を熱求して居るか。 僕を惜んで居るか。 一人で居てはライフの何處にも美が見出せないか。,mi,僕,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
1354,one-to-many,dn_1472,isk_1790 isk_1791 isk_1792 isk_1793 isk_1794 isk_1795,"—Scrivimi e dimmi che sei tutta mia in ogni tuo atto e in ogni tuo pensiero, e che mi desideri e che mi rimpiangi, e che non trovi bello nessun momento, lontana da me.",手紙を與れ。 是非聽きたい。 ―すべての動作、すべての思想について、君は全く僕の所有か。 僕を熱求して居るか。 僕を惜んで居るか。 一人で居てはライフの何處にも美が見出せないか。,mia,僕,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
1354,one-to-many,dn_1472,isk_1790 isk_1791 isk_1792 isk_1793 isk_1794 isk_1795,"—Scrivimi e dimmi che sei tutta mia in ogni tuo atto e in ogni tuo pensiero, e che mi desideri e che mi rimpiangi, e che non trovi bello nessun momento, lontana da me.",手紙を與れ。 是非聽きたい。 ―すべての動作、すべての思想について、君は全く僕の所有か。 僕を熱求して居るか。 僕を惜んで居るか。 一人で居てはライフの何處にも美が見出せないか。,mi,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
1354,one-to-many,dn_1472,isk_1790 isk_1791 isk_1792 isk_1793 isk_1794 isk_1795,"—Scrivimi e dimmi che sei tutta mia in ogni tuo atto e in ogni tuo pensiero, e che mi desideri e che mi rimpiangi, e che non trovi bello nessun momento, lontana da me.",手紙を與れ。 是非聽きたい。 ―すべての動作、すべての思想について、君は全く僕の所有か。 僕を熱求して居るか。 僕を惜んで居るか。 一人で居てはライフの何處にも美が見出せないか。,mi,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
1354,one-to-many,dn_1472,isk_1790 isk_1791 isk_1792 isk_1793 isk_1794 isk_1795,"—Scrivimi e dimmi che sei tutta mia in ogni tuo atto e in ogni tuo pensiero, e che mi desideri e che mi rimpiangi, e che non trovi bello nessun momento, lontana da me.",手紙を與れ。 是非聽きたい。 ―すべての動作、すべての思想について、君は全く僕の所有か。 僕を熱求して居るか。 僕を惜んで居るか。 一人で居てはライフの何處にも美が見出せないか。,me,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
1354,one-to-many,dn_1472,isk_1790 isk_1791 isk_1792 isk_1793 isk_1794 isk_1795,"—Scrivimi e dimmi che sei tutta mia in ogni tuo atto e in ogni tuo pensiero, e che mi desideri e che mi rimpiangi, e che non trovi bello nessun momento, lontana da me.",手紙を與れ。 是非聽きたい。 ―すべての動作、すべての思想について、君は全く僕の所有か。 僕を熱求して居るか。 僕を惜んで居るか。 一人で居てはライフの何處にも美が見出せないか。,MISSING,聽きたい,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
1354,one-to-many,dn_1472,isk_1790 isk_1791 isk_1792 isk_1793 isk_1794 isk_1795,"—Scrivimi e dimmi che sei tutta mia in ogni tuo atto e in ogni tuo pensiero, e che mi desideri e che mi rimpiangi, e che non trovi bello nessun momento, lontana da me.",手紙を與れ。 是非聽きたい。 ―すべての動作、すべての思想について、君は全く僕の所有か。 僕を熱求して居るか。 僕を惜んで居るか。 一人で居てはライフの何處にも美が見出せないか。,tuo,君,Ippolita,Ippolita,DET,PRON,nmod,nsubj,explicit_ref_only,
1354,one-to-many,dn_1472,isk_1790 isk_1791 isk_1792 isk_1793 isk_1794 isk_1795,"—Scrivimi e dimmi che sei tutta mia in ogni tuo atto e in ogni tuo pensiero, e che mi desideri e che mi rimpiangi, e che non trovi bello nessun momento, lontana da me.",手紙を與れ。 是非聽きたい。 ―すべての動作、すべての思想について、君は全く僕の所有か。 僕を熱求して居るか。 僕を惜んで居るか。 一人で居てはライフの何處にも美が見出せないか。,Scrivi,與れ,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.21455755766076445
1354,one-to-many,dn_1472,isk_1790 isk_1791 isk_1792 isk_1793 isk_1794 isk_1795,"—Scrivimi e dimmi che sei tutta mia in ogni tuo atto e in ogni tuo pensiero, e che mi desideri e che mi rimpiangi, e che non trovi bello nessun momento, lontana da me.",手紙を與れ。 是非聽きたい。 ―すべての動作、すべての思想について、君は全く僕の所有か。 僕を熱求して居るか。 僕を惜んで居るか。 一人で居てはライフの何處にも美が見出せないか。,dim,惜んで居る,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.21126623219078275
1354,one-to-many,dn_1472,isk_1790 isk_1791 isk_1792 isk_1793 isk_1794 isk_1795,"—Scrivimi e dimmi che sei tutta mia in ogni tuo atto e in ogni tuo pensiero, e che mi desideri e che mi rimpiangi, e che non trovi bello nessun momento, lontana da me.",手紙を與れ。 是非聽きたい。 ―すべての動作、すべての思想について、君は全く僕の所有か。 僕を熱求して居るか。 僕を惜んで居るか。 一人で居てはライフの何處にも美が見出せないか。,desideri,熱求して居る,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.19182379242528835
1354,one-to-many,dn_1472,isk_1790 isk_1791 isk_1792 isk_1793 isk_1794 isk_1795,"—Scrivimi e dimmi che sei tutta mia in ogni tuo atto e in ogni tuo pensiero, e che mi desideri e che mi rimpiangi, e che non trovi bello nessun momento, lontana da me.",手紙を與れ。 是非聽きたい。 ―すべての動作、すべての思想について、君は全く僕の所有か。 僕を熱求して居るか。 僕を惜んで居るか。 一人で居てはライフの何處にも美が見出せないか。,rimpiangi,居て,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3117923151785606
1354,one-to-many,dn_1472,isk_1790 isk_1791 isk_1792 isk_1793 isk_1794 isk_1795,"—Scrivimi e dimmi che sei tutta mia in ogni tuo atto e in ogni tuo pensiero, e che mi desideri e che mi rimpiangi, e che non trovi bello nessun momento, lontana da me.",手紙を與れ。 是非聽きたい。 ―すべての動作、すべての思想について、君は全く僕の所有か。 僕を熱求して居るか。 僕を惜んで居るか。 一人で居てはライフの何處にも美が見出せないか。,non trovi,見出せない,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.4766963105239792
1354,one-to-many,dn_1472,isk_1790 isk_1791 isk_1792 isk_1793 isk_1794 isk_1795,"—Scrivimi e dimmi che sei tutta mia in ogni tuo atto e in ogni tuo pensiero, e che mi desideri e che mi rimpiangi, e che non trovi bello nessun momento, lontana da me.",手紙を與れ。 是非聽きたい。 ―すべての動作、すべての思想について、君は全く僕の所有か。 僕を熱求して居るか。 僕を惜んで居るか。 一人で居てはライフの何處にも美が見出せないか。,sei,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
1354,one-to-many,dn_1472,isk_1790 isk_1791 isk_1792 isk_1793 isk_1794 isk_1795,"—Scrivimi e dimmi che sei tutta mia in ogni tuo atto e in ogni tuo pensiero, e che mi desideri e che mi rimpiangi, e che non trovi bello nessun momento, lontana da me.",手紙を與れ。 是非聽きたい。 ―すべての動作、すべての思想について、君は全く僕の所有か。 僕を熱求して居るか。 僕を惜んで居るか。 一人で居てはライフの何處にも美が見出せないか。,tuo,MISSING,Ippolita,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
1356,one-to-one,dn_1474,isk_1797,"Io penso, penso, penso, acutamente; e l'acutezza del pensiero mi dà uno spasimo inumano.",考へて考へて、その考に針を打たれて居る。,penso,考へて,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.27122748304497113
1356,one-to-one,dn_1474,isk_1797,"Io penso, penso, penso, acutamente; e l'acutezza del pensiero mi dà uno spasimo inumano.",考へて考へて、その考に針を打たれて居る。,penso,考へて,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.6057721084491773
1356,one-to-one,dn_1474,isk_1797,"Io penso, penso, penso, acutamente; e l'acutezza del pensiero mi dà uno spasimo inumano.",考へて考へて、その考に針を打たれて居る。,Io,打たれて居る,Giorgio,Giorgio,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
1356,one-to-one,dn_1474,isk_1797,"Io penso, penso, penso, acutamente; e l'acutezza del pensiero mi dà uno spasimo inumano.",考へて考へて、その考に針を打たれて居る。,mi,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
1357,one-to-many,dn_1475,isk_1798 isk_1799 isk_1800,"Provo, talvolta, una smania furibonda di strapparmi dalle tempie dolenti questa cosa impalpabile che pure è più forte e più inflessibile di un aculeo.",此の針から可忌な苦情が出て來る。 時々此の手で觸れない針を、疼はく顳顬から拔取らうとして、狂氣のやうになることがある。 けれどもそれは鑓よりも强くて硬い。,Provo,狂氣のやうになる,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
1357,one-to-many,dn_1475,isk_1798 isk_1799 isk_1800,"Provo, talvolta, una smania furibonda di strapparmi dalle tempie dolenti questa cosa impalpabile che pure è più forte e più inflessibile di un aculeo.",此の針から可忌な苦情が出て來る。 時々此の手で觸れない針を、疼はく顳顬から拔取らうとして、狂氣のやうになることがある。 けれどもそれは鑓よりも强くて硬い。,mi,MISSING,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
1357,one-to-many,dn_1475,isk_1798 isk_1799 isk_1800,"Provo, talvolta, una smania furibonda di strapparmi dalle tempie dolenti questa cosa impalpabile che pure è più forte e più inflessibile di un aculeo.",此の針から可忌な苦情が出て來る。 時々此の手で觸れない針を、疼はく顳顬から拔取らうとして、狂氣のやうになることがある。 けれどもそれは鑓よりも强くて硬い。,MISSING,此の,MISSING,Giorgio,MISSING,DET,MISSING,nmod,leftover_target,
1358,one-to-many,dn_1476,isk_1801 isk_1802 isk_1803,"Il respiro m'è una fatica insopportabile, e il bàttito delle vene m'è fastidioso come il rimbombo d'un martello ch'io sia condannato ad ascoltare....",呼吸するにも堪へ難い疲勞を感ずる。 血管の疼痛は鐵鎚で敲くやうな音を立てて全身を廻る。 多分僕は此の音を聽くやうに運命づけられたのかも知れない。…,io,僕,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
1358,one-to-many,dn_1476,isk_1801 isk_1802 isk_1803,"Il respiro m'è una fatica insopportabile, e il bàttito delle vene m'è fastidioso come il rimbombo d'un martello ch'io sia condannato ad ascoltare....",呼吸するにも堪へ難い疲勞を感ずる。 血管の疼痛は鐵鎚で敲くやうな音を立てて全身を廻る。 多分僕は此の音を聽くやうに運命づけられたのかも知れない。…,m,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
1358,one-to-many,dn_1476,isk_1801 isk_1802 isk_1803,"Il respiro m'è una fatica insopportabile, e il bàttito delle vene m'è fastidioso come il rimbombo d'un martello ch'io sia condannato ad ascoltare....",呼吸するにも堪へ難い疲勞を感ずる。 血管の疼痛は鐵鎚で敲くやうな音を立てて全身を廻る。 多分僕は此の音を聽くやうに運命づけられたのかも知れない。…,m,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
1358,one-to-many,dn_1476,isk_1801 isk_1802 isk_1803,"Il respiro m'è una fatica insopportabile, e il bàttito delle vene m'è fastidioso come il rimbombo d'un martello ch'io sia condannato ad ascoltare....",呼吸するにも堪へ難い疲勞を感ずる。 血管の疼痛は鐵鎚で敲くやうな音を立てて全身を廻る。 多分僕は此の音を聽くやうに運命づけられたのかも知れない。…,MISSING,呼吸する,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
1358,one-to-many,dn_1476,isk_1801 isk_1802 isk_1803,"Il respiro m'è una fatica insopportabile, e il bàttito delle vene m'è fastidioso come il rimbombo d'un martello ch'io sia condannato ad ascoltare....",呼吸するにも堪へ難い疲勞を感ずる。 血管の疼痛は鐵鎚で敲くやうな音を立てて全身を廻る。 多分僕は此の音を聽くやうに運命づけられたのかも知れない。…,MISSING,感ずる,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
1358,one-to-many,dn_1476,isk_1801 isk_1802 isk_1803,"Il respiro m'è una fatica insopportabile, e il bàttito delle vene m'è fastidioso come il rimbombo d'un martello ch'io sia condannato ad ascoltare....",呼吸するにも堪へ難い疲勞を感ずる。 血管の疼痛は鐵鎚で敲くやうな音を立てて全身を廻る。 多分僕は此の音を聽くやうに運命づけられたのかも知れない。…,MISSING,知れない,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
1361,one-to-many,dn_1479,isk_1806 isk_1807,"È una sorta di prodigiosa infermità che fiorisce soltanto nel mio essere, facendo la mia gioia e la mia pena.",これは僕の身に限つて根を張る一種の奇怪な病だ。 僕は之に歡喜し、之に殉難する。,mio,僕,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
1361,one-to-many,dn_1479,isk_1806 isk_1807,"È una sorta di prodigiosa infermità che fiorisce soltanto nel mio essere, facendo la mia gioia e la mia pena.",これは僕の身に限つて根を張る一種の奇怪な病だ。 僕は之に歡喜し、之に殉難する。,mia,僕,Giorgio,Giorgio,DET,PRON,nmod,nsubj,explicit_ref_only,
1361,one-to-many,dn_1479,isk_1806 isk_1807,"È una sorta di prodigiosa infermità che fiorisce soltanto nel mio essere, facendo la mia gioia e la mia pena.",これは僕の身に限つて根を張る一種の奇怪な病だ。 僕は之に歡喜し、之に殉難する。,mia,MISSING,Giorgio,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
1362,one-to-one,dn_1480,isk_1808,Mi piace di credere che sia questo un sentimento non mai provato da alcun'altra creatura umana.,斯うした感覺は、他の一切の人の經驗しないことだと思つて喜んでゐる。,Mi,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
1362,one-to-one,dn_1480,isk_1808,Mi piace di credere che sia questo un sentimento non mai provato da alcun'altra creatura umana.,斯うした感覺は、他の一切の人の經驗しないことだと思つて喜んでゐる。,MISSING,思つて,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
1362,one-to-one,dn_1480,isk_1808,Mi piace di credere che sia questo un sentimento non mai provato da alcun'altra creatura umana.,斯うした感覺は、他の一切の人の經驗しないことだと思つて喜んでゐる。,MISSING,喜んでゐる,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
1364,one-to-one,dn_1482,isk_1810,Io non avrò mai mai mai la pace intera e l'intera sicurtà.,決して決して、完全な平和と完全な安易とは、僕に來る時はあるまい。,Io,僕,Giorgio,Giorgio,PRON,PRON,nsubj,obj,explicit_ref_pos,
1365,one-to-one,dn_1483,isk_1811,Io non potrei esser pago se non a un sol patto:,唯斯ういふ境遇に滿足して居られれば可いのだ―君の全心身を吸收し盡すといふこと。,Io,滿足して居られれば,Giorgio,Giorgio,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
1365,one-to-one,dn_1483,isk_1811,Io non potrei esser pago se non a un sol patto:,唯斯ういふ境遇に滿足して居られれば可いのだ―君の全心身を吸收し盡すといふこと。,MISSING,吸收し盡す,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
1365,one-to-one,dn_1483,isk_1811,Io non potrei esser pago se non a un sol patto:,唯斯ういふ境遇に滿足して居られれば可いのだ―君の全心身を吸收し盡すといふこと。,MISSING,君,MISSING,Ippolita,MISSING,PRON,MISSING,nmod,leftover_target,
1366,one-to-many,dn_1484,isk_1812 isk_1813 isk_1814,"—assorbendo tutto tutto il tuo essere e divenendo con te un essere unico, vivendo della tua vita, pensando i tuoi pensieri.",言換へれば、君と僕が同一體に外ならぬといふこと。 僕のライフは君のライフ。 僕の思想が君の思想といふこと。,MISSING,僕,MISSING,Giorgio,MISSING,PRON,MISSING,nsubj,leftover_target,
1366,one-to-many,dn_1484,isk_1812 isk_1813 isk_1814,"—assorbendo tutto tutto il tuo essere e divenendo con te un essere unico, vivendo della tua vita, pensando i tuoi pensieri.",言換へれば、君と僕が同一體に外ならぬといふこと。 僕のライフは君のライフ。 僕の思想が君の思想といふこと。,MISSING,僕,MISSING,Giorgio,MISSING,PRON,MISSING,nmod,leftover_target,
1366,one-to-many,dn_1484,isk_1812 isk_1813 isk_1814,"—assorbendo tutto tutto il tuo essere e divenendo con te un essere unico, vivendo della tua vita, pensando i tuoi pensieri.",言換へれば、君と僕が同一體に外ならぬといふこと。 僕のライフは君のライフ。 僕の思想が君の思想といふこと。,MISSING,僕,MISSING,Giorgio,MISSING,PRON,MISSING,nmod,leftover_target,
1366,one-to-many,dn_1484,isk_1812 isk_1813 isk_1814,"—assorbendo tutto tutto il tuo essere e divenendo con te un essere unico, vivendo della tua vita, pensando i tuoi pensieri.",言換へれば、君と僕が同一體に外ならぬといふこと。 僕のライフは君のライフ。 僕の思想が君の思想といふこと。,tuo,君,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
1366,one-to-many,dn_1484,isk_1812 isk_1813 isk_1814,"—assorbendo tutto tutto il tuo essere e divenendo con te un essere unico, vivendo della tua vita, pensando i tuoi pensieri.",言換へれば、君と僕が同一體に外ならぬといふこと。 僕のライフは君のライフ。 僕の思想が君の思想といふこと。,tua,君,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
1366,one-to-many,dn_1484,isk_1812 isk_1813 isk_1814,"—assorbendo tutto tutto il tuo essere e divenendo con te un essere unico, vivendo della tua vita, pensando i tuoi pensieri.",言換へれば、君と僕が同一體に外ならぬといふこと。 僕のライフは君のライフ。 僕の思想が君の思想といふこと。,te,君,Ippolita,Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
1366,one-to-many,dn_1484,isk_1812 isk_1813 isk_1814,"—assorbendo tutto tutto il tuo essere e divenendo con te un essere unico, vivendo della tua vita, pensando i tuoi pensieri.",言換へれば、君と僕が同一體に外ならぬといふこと。 僕のライフは君のライフ。 僕の思想が君の思想といふこと。,tuoi,MISSING,Ippolita,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
1367,one-to-one,dn_1485,isk_1815,Vorrei almeno che i tuoi sensi fossero chiusi a qualunque sensazione che non ti venisse da me....,でなくば、勘くる僕から源生した感覺でなければ、一切君が感受しないやうにといふことが望ましい。…,me,僕,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
1367,one-to-one,dn_1485,isk_1815,Vorrei almeno che i tuoi sensi fossero chiusi a qualunque sensazione che non ti venisse da me....,でなくば、勘くる僕から源生した感覺でなければ、一切君が感受しないやうにといふことが望ましい。…,Vorrei,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
1367,one-to-one,dn_1485,isk_1815,Vorrei almeno che i tuoi sensi fossero chiusi a qualunque sensazione che non ti venisse da me....,でなくば、勘くる僕から源生した感覺でなければ、一切君が感受しないやうにといふことが望ましい。…,ti,君,Ippolita,Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
1367,one-to-one,dn_1485,isk_1815,Vorrei almeno che i tuoi sensi fossero chiusi a qualunque sensazione che non ti venisse da me....,でなくば、勘くる僕から源生した感覺でなければ、一切君が感受しないやうにといふことが望ましい。…,tuoi,MISSING,Ippolita,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
1368,one-to-one,dn_1486,isk_1816,—Sono un povero infermo.,僕は哀むべき一個の病患者だ。,Sono,僕,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
1369,one-to-one,dn_1487,isk_1817,Tutta la mia giornata è una lunga agonia.,過ぎ行く日は、僕には苦痛の連鎖である。,mia,僕,Giorgio,Giorgio,DET,PRON,nmod,obj,explicit_ref_only,
1370,one-to-one,dn_1488,isk_1818,"Poche volte ho desiderata una fine, come ora la desidero e l'invoco.",その日々の終ることを滅多に願はなかつた僕が、今は熱心に祈つて居る。,ho desiderata,僕,Giorgio,Giorgio,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
1370,one-to-one,dn_1488,isk_1818,"Poche volte ho desiderata una fine, come ora la desidero e l'invoco.",その日々の終ることを滅多に願はなかつた僕が、今は熱心に祈つて居る。,desidero,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
1370,one-to-one,dn_1488,isk_1818,"Poche volte ho desiderata una fine, come ora la desidero e l'invoco.",その日々の終ることを滅多に願はなかつた僕が、今は熱心に祈つて居る。,invoco,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
1371,one-to-many,dn_1489,isk_1819 isk_1820,"Ecco, sta per tramontare il sole; e la notte scende nel mio spirito con mille orrori.",太陽は沈み掛けて居る。 僕の靈に落降る夜は、無數の恐怖に僕を包む。,mio,僕,Giorgio,Giorgio,PRON,PRON,nmod,nmod,explicit_full,
1371,one-to-many,dn_1489,isk_1819 isk_1820,"Ecco, sta per tramontare il sole; e la notte scende nel mio spirito con mille orrori.",太陽は沈み掛けて居る。 僕の靈に落降る夜は、無數の恐怖に僕を包む。,MISSING,僕,MISSING,Giorgio,MISSING,PRON,MISSING,obj,leftover_target,
1372,many-to-one,dn_1490 dn_1491 dn_1492,isk_1821,"L'ombra viene dagli angoli della stanza verso di me, quasi con un passo e con un fiato di persona viva, e quasi con un'attitudine ostile.... —Ho sul tavolino molte rose. Le ho còlte su gli ultimi rosai.",陰影は室の隅々から蔓延つて、生きた者の如く僕に迫つて來る。,me,僕,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
